<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MDMG;D;210524;000000;631.0000000;7360
MDMG;D;210525;000000;624.9000000;4360
MDMG;D;210526;000000;629.5000000;9520
MDMG;D;210527;000000;644.3000000;13740
MDMG;D;210528;000000;648.0000000;21430
MDMG;D;210531;000000;679.9000000;18100
MDMG;D;210601;000000;693.8000000;35870
MDMG;D;210602;000000;703.7000000;13360
MDMG;D;210603;000000;713.1000000;27860
MDMG;D;210604;000000;701.0000000;27850
MDMG;D;210607;000000;709.7000000;26390
MDMG;D;210608;000000;709.0000000;15590
MDMG;D;210609;000000;703.0000000;12400
MDMG;D;210610;000000;706.2000000;16710
MDMG;D;210611;000000;718.8000000;31200
MDMG;D;210614;000000;704.0000000;17370
MDMG;D;210615;000000;700.0000000;9560
MDMG;D;210616;000000;696.7000000;10350
MDMG;D;210617;000000;701.8000000;20830
MDMG;D;210618;000000;702.0000000;39320
MDMG;D;210621;000000;725.0000000;94600
MDMG;D;210622;000000;722.0000000;134540
MDMG;D;210623;000000;728.3000000;79260
MDMG;D;210624;000000;718.4000000;25910
MDMG;D;210625;000000;708.0000000;51380
MDMG;D;210628;000000;736.4000000;105820
MDMG;D;210629;000000;728.0000000;46180
MDMG;D;210630;000000;755.0000000;44610
MDMG;D;210701;000000;803.9000000;95140
MDMG;D;210702;000000;878.9000000;205240
MDMG;D;210705;000000;887.0000000;490210
MDMG;D;210706;000000;819.0000000;301750
MDMG;D;210707;000000;870.5000000;247000
MDMG;D;210708;000000;824.6000000;120800
MDMG;D;210709;000000;824.0000000;91050
MDMG;D;210712;000000;825.9000000;22670
MDMG;D;210713;000000;823.8000000;45120
MDMG;D;210714;000000;817.8000000;35690
MDMG;D;210715;000000;793.9000000;99860
MDMG;D;210716;000000;806.0000000;29740
MDMG;D;210719;000000;774.0000000;52710
MDMG;D;210720;000000;751.7000000;39960
MDMG;D;210721;000000;794.0000000;62720
MDMG;D;210722;000000;798.0000000;41580
MDMG;D;210723;000000;795.6000000;18200
MDMG;D;210726;000000;772.1000000;22180
MDMG;D;210727;000000;770.0000000;19380
MDMG;D;210728;000000;780.0000000;22680
MDMG;D;210729;000000;800.4000000;41400
MDMG;D;210730;000000;786.1000000;26020
MDMG;D;210802;000000;801.0000000;58760
MDMG;D;210803;000000;808.1000000;106920
MDMG;D;210804;000000;825.0000000;51670
MDMG;D;210805;000000;840.7000000;57630
MDMG;D;210806;000000;855.0000000;39430
MDMG;D;210809;000000;816.1000000;65110
MDMG;D;210810;000000;841.0000000;45260
MDMG;D;210811;000000;835.8000000;20240
MDMG;D;210812;000000;850.7000000;48760
MDMG;D;210813;000000;838.2000000;25860
MDMG;D;210816;000000;840.0000000;25950
MDMG;D;210817;000000;830.1000000;16570
MDMG;D;210818;000000;817.0000000;28680
MDMG;D;210819;000000;807.8000000;20870
MDMG;D;210820;000000;803.0000000;12240
MDMG;D;210823;000000;817.4000000;18430
MDMG;D;210824;000000;816.0000000;14030
MDMG;D;210825;000000;826.8000000;29890
MDMG;D;210826;000000;830.2000000;18850
MDMG;D;210827;000000;835.9000000;15970
MDMG;D;210830;000000;876.9000000;63860
MDMG;D;210831;000000;903.3000000;94328
MDMG;D;210901;000000;882.4000000;58593
